Emotion,Text
Joy,"@SonyMusicLatin @PrinceRoyce @FarrukoOfficial Yeeah, Congrats baby! 😱🎉🎉🙌🙌 La espera del video valió la pena! Hiciste un excelente trabajo! 😍"
Joy,@KarlaSc24 Mañana voy a visitarte mejor 🙆 así de -casi- sorpresa ☺💕
Joy,@Miguel_layun Hay que cosas le sale lo gruñon a @JorgeGonzalezGo animo optimista te sigo apoyando
Joy,@letyduranhdez Mira tu niña aburrida cuando tiene una super nieta y nieto...no es para aburrirse😂😂
Joy,"It: Me gustó, pero en mi opinión le faltó algo, nose. Ojalá la hubieran pasado en 3D. En la espera del capítulo dos "
Joy,Amo el personaje de nos vemos en disney de dario orsi jajajaja 
Joy,"Estoy segura de que en mi examen de hoy saqué 10 y estoy muy contenta, ya quiero hacer otro examen.🙈"
Joy,Que matón vale jaja.
Joy,En dos findes o tres voy a estar en corboda 😀
Joy,@luciashan_poo Tómese una pastilla 😃
Joy,Que bonito cuando acaricio ahí 😂
Joy,@DebRyanShow no sé si me debería de dar pena o alegría de que ha sido de puro #Rayito
Joy,"@AzulRosito Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢"
Joy,"Mi bien ponderada @piCkOL, ¡feliz cumpleaños! Me tomo tres cervezas a tu salud. Abrazo grande pa' ti."
Joy,Jajajaja de lejos veía a Fran re desesperado por ver a los chicos 😝
Joy,"@Jonathan_Hdez3 si llegas a mi casa con unas así no me enojo, hasta te dejo entrar"
Joy,@CatalinaSpring Jajajajajaja que rabia
Joy,"@hum0r @EPN ajajajjaa. Perdón, my Lord. Estoy a 1 minuto de que deje de darme risa, no a menos, como a 5 😂"
Joy,Terrible tarta de ricotaa
Joy,Por tanto aguante. Gracias 💛 ¡feliz día!
Joy,@Jhosy2121 Cuándo me he enojado contigo oe JAJAJAJA la hago un finde!
Joy,"Uy, sí. Como me encanta ésta situación y como hay mil trucos #ironía. No hay arreglo, se reconstruye solo."
Joy,Mi relacion con yerko es un cague de risa
Joy,@mnjhqvd @halasyriagmail1 @mqgs1 Deseas relajarte. Bien.!!! Practica Yoga. Te ira Súper.!!!
Joy,"La parte en la que Clegane le dice ""No engañas a nadie con ese rodete. Calvo de mierda"" 😂😂😂😂 yo estaba llorando"
Joy,A disfrutar este fin de semana porque el lunes se me acaba la dicha.😶
Joy,"Felíz día a todos mis amigos, a los nuevos que me cayeron genial, a los que conozco hace mucho, y a los que alguna vez fueron mis amigos☺"
Joy,Ahora se viene la mejor parte de Encantada lpm✨✨✨✨
Joy,@florenciagerez_ Jajajajajaj tomatela cara rota esa sos vos 
Joy,@sivalenciac @bolivarmvb sólo haz ido sábado y no los otros días 😂 ve los otros días y después dices cuál es mejor
Joy,"la valija podia pesar hasta 23 y pesó 22 con algo, eso es vivir al limite bebé"
Joy,"@lesxlex Okay tu ganas, no eres amargada, claramente en esa foto se ve que eres suuuuuper buena onda."
Joy,@SolDeusebio Chistosa 🙄😑😑😑😑
Joy,Alguien se anda ganando su mentadita de madre 
Joy,Hoy me atendió un mozo q me gustó. Llegué a mi casa y no se cómo mierda hice pero ya averigüe nombre apellido y gusto musical entre otros.
Joy,"Me puse a ver vídeo desde que Hobi debutó, el orgullo y felicidad que es ver todo lo que ha logrado, y que pronto sacara su mixtape no puedo"
Joy,"Buenas noches mis princesas, que tengan dulces sueños💕😴 MAÑANA NUEVO VIDEOOOOO estoy muy emocionada ya las extraño 😢❤️ las amo"
Joy,"Mi momento favorito de Cirque Du Soleil fue cuando se escuchó un hermoso ""@sebastianpinera conshetumare"" seguido de aplausos."
Joy,Esta vuelta a Capital tiene gustito a que el 5 vuelvo 😊
Joy,@Alan_frete13 Igual me respondió hace casi mes pero la felicidad sigue ahi💕💕💕💕
Joy,Jajajajajajajajaajjajajaajaj era peligrosa la tecnica
Joy,Unas pelis de terror👌😝 @lolo_ok02 
Joy,❤️✌🏾Ya somos 400 Seguidoresss✌🏾❤️ #gracias #Feliz #FelizLunes #LunesDeGanarSeguidores #SIGUEMEYTESIGO #SiguemeYTeSigoDeVuelta #Rt
Joy,@la_huitlacocha Es una sorpresa 💁🙈🙈 Adivina... 😁
Joy,Ayer pri se re enojo por que la descansábamos por audio con mi herma 😂😂😂
Joy,"@karma_guizmo En lugar de un novio, te brindo un amigo sincero que disfrute la peli que elijas "
Joy,"@fotosguate Dichoso que tienes, yo debo, pero pagarlo😢 😂😂😂"
Joy,Hoy anduve re Chinito esto de la resaca jaj 
Joy,"Que lindo desactivar la alarma y dormir hasta cuando yo quiera, asi sí vale arrancar la semana 😄"
Joy,"Les juro que si alguien me viera en mi fase de fangirl loca y obsesionada nivel Dios, se asustaría y probablemente no me vuelva a hablar 🙃"
Joy,Búsqueda implacable de conos😂😂😂
Joy,@IraidaTravis Hace poco fui a un concierto y apareció Joe de sorpresa cantando ese tema y de ahí que la tengo pegada jaja 💕
Joy,alv los old tweets me tienen bien inspirada 
Joy,Últimamente estoy tranquilo. Me asombro. Estoy extrañando pelear. 😂
Joy,"@randymeeks Ay que pena la gente desinformada... Díselo hombre, díselo... Díselo de mis partes!! XDD #Ironía #HumorTesticular"
Joy,@ElectrikalStorm @pilimbergo Jajaja 
Joy,"Es increíble la ansiedad que tienen estas minas por salir a kta, las quiero un poquito nomas 😂😂😂"
Joy,"Mi mayor problema es que no puedo estar enfadado. Siempre termino perdonando a las personas, incluso cuando no lo merecen.😚"
Joy,@JaYcob2423 @J_Tanie @annafvbiola Mucho gusto Juan jajajaja
Joy,@DebRyanShow @TecnopolisNC #rayito te irá genial
Joy,"@bellapussyxxx he aprendido a ser menos egoísta y más tragon gracias a ti, así que cuenta conmigo para todo "
Joy,"Vergüenza me hace pasar Meli , perdón mami por las amigas que tengo jajaj"
Joy,"La vdd es que ya me quiero ir a SF, porque emocionado"
Joy,"Como se dice ""el tren atropello al perro"" en frances? Le chu chx mato le gua gua..."
Joy,Acá acostada re depre viendo #CaniggiaLibre  jajajaja 
Joy,"@cllnahhue JAJAJAJA estallé mal, cualquier parecido con la realidad es pura coincidencia 😅"
Joy,@KayleMathers_ @softrapline me estoy quemando la cabeza leyendo en inglés y tratando de hacer teorías. tu amiga es afortunada xD 💟
Joy,JAJAJAJAJAJAJAJJAJAJAA yo no te la puedo creerrrrr 
Joy,"una de las cosas que más valoro en mi vida son mis amigos, que felicidad tenerlos a todos💜"
Joy,hoy después de 39 semanas haré vida social estoy emocionado
Joy,"que partida emocionante agora, holy"
Joy,Pido mil aplausos.
Joy,@raquel_rivarola Siempre tan amable romantica y agradable....
Joy,Paula Chavez debe ser hermosa hasta en la oscuridad
Joy,"por esas cosas de la vida, ayer tristeza, hoy alegría"
Joy,@Aaron070604 Estoy muy feliz en estos momentos de mi vida. Que significa que ando conociendo chicas 😄
Joy,"@LuuzRobledo Ah listo jajajaja, no me puedo dormir luzzz "
Joy,Es bien bonito que sea domingo y tenga calzones limpios 💚💛 siempre se me olvida lavar 😂
Joy,"Un excelente #lunes y un gran cierre de #Septiembre para todos, con #Alegria y #Esperanza como dice el @Pontifex_es"
Joy,Veo a todos subiendo fotos con los amigos y me quedo re contenta porque le dije a mis amigos del alma todo por chat en priv sólo para ellos♡
Joy,Feliiiz Cumple Pasala Genial te Kiero Pibeee!❤ @BarnecheMatias
Joy,"@Genrus tu cumple y yo en las babas. Te quiero un mundo y deseo para ti todo lo bonito y lo sublime. Sé dichoso infinitamente. Besote, Juan."
Joy,"Quede de cara cuando apareció donald glover en spiderman ,tremenda felicidad me dio"
Joy,"@DebRyanShow #Rayito creo que eres la persona más famosa que hay en este mes , eres genial por eso tienes tantos seguidores xD"
Joy,@guaperro1 Demasiado dulce 😅
Joy,"@2010MisterChip #ElSalvador #ElSalvador #ElSalvador Pero juega bonito y no se puede aspirar a mas, porque no hacen los goles 💙💙"
Joy,"Ansiosa y estresada estoy y no tengo tiempo para nada... pero bueno, esta ha sido mi pequeña reflexión de hoy😊 (tmb es xq me estoy leyendo +"
Joy,@D99Radio @enjambremx @enjambremx @D99Radio Samantha Sofía Elizondo Gzz 👉👈 😅 😅😅 #SiTePreguntanSoloD99
Joy,Jamás me voy a negar a eso 😊
Joy,"Necesito esa puerta que me dabas para entrar a tu mundo,  ese trocito de azúcar verde, de redondo alegre."
Joy,@gonzalezdaniok Jajajajajaja hdp me la aplicaste  pequeños detalles lo de la cortadura fallas técnicas 
Joy,"Camila no dejaba de reírse, terrible😂"
Joy,@StoesselMyJoy FELIZ DÍAS MI AMORR
Joy,este momentazo para entrar en el #felizlunes 😀 #quetengasunbuendia  rt el ajedrez me enseñó que con un mal movimiento puedes perder a tu
Joy,@ToritaMyQueen @Valentin_Ass Eso lo hace más gracioso aún
Joy,"Se la dan de hombrecitos y mujercitas en Yodel, bien que si te tienen en frente no le dan los huevos para decirte las cosas, q pena dan ajaj"
Joy,"Aries, entre menos en serio te tomes el amor mejor te irá 😂"
Joy,"@pacitamona Jajajaja que genial, entonces tienes la mejor sensei, tenís que puro aprovechar 😊☺️"
Joy,@camille_blonde_ Jajajaja creo q se vuelve más rápido Tt diciendo no hables Lau o tengo miedo a lo que dice Lau jajajaja
Joy,"Lo bueno, respecto a mi Husky y luego de ver ""todos los perritos se van al cielo"" y ""el propósito de un perro"", guardo alegría y esperanza."
Joy,"@Patriciomonero Jajajaja, te faltó poner o todos son iguales... porque es difícil decidir, yo digo q está entre #peña y #Fox"
Joy,"Quería escuchar Night rather than day pero se puso Eclipse, no es lo que esperaba pero estoy satisfecha."
Joy,Ya estaba emocionada de tener roomie 🙄
Joy,¡Feliz día a mis amigos!
Joy,"He tomado la decisión de no utilizar Waa por un tiempo, no debo explicaciones a nadie del por qué lo he hecho. Hay muchos ardidos por eso. 😅"
Joy,estoy bien feliz pero bien triste a la vez por qué ya casi termino mi serie :( es como que siiiii😬 pero noooooo 😢
Joy,"No he dormido en toda la semana, pero igual yo me voy a vacilar mi fin de semana a mil.🤙"
Joy,@Azulinca Recordarle que solo es una película así me calmaron a mi jaja :( 😅
Joy,@AlargueCaracol saludos tremendo programa abz desde punta del este Uruguay
Joy,Lo buena que está la película de rápido y furioso 8 😎🤣. Si yo la miro un mes después del estreno por qué soy un crack
Joy,@MaiteOficial ¿Cuál fue la última experiencia divertida con tus fans?#MaitePlaticandoConSusLocas 😁
Joy,@VjRodil @tugorditafav Esto me dio mucha risa JAJAJA
Joy,"@letrasencilla Debes colocar las respectivas alarmas 6:00 am, 6:30am y 6:59 am 😅"
Joy,@ZauberinB Buenos días !!! A por él 
Joy,"@Miguelrs170 Ay enserio sii lo odiiiiiiio jajajajajaja, pero se ve bien nice "
Joy,@xDeeck_ @joseblock12 @ImBenja_ @xWasausky @CarvajalJoshep @ZentenoEznoob @Gonxaaah ya se me paso la rabia :)
Joy,feliz día del amigo a la persona que perdió 200 pesos en la casey para que los encuentre yo. que sepa que la amo
Joy,@Calvi25 Jajajajajajajaj en serio???!!😮😮😮
Joy,@mac1eod te acompaño 😊
Joy,Estoy muy ansiosa con este viajeee 😊😊
Joy,"Quizás hoy si te pueda encontrar. Mas allá de toda pena, siento que la vida es buena..."
Joy,@kareennevrez @carolynaat Jajajaja ayer ya no quería sacar cuentas jajaja 
Joy,"Las ganas que tenia de tomar una cerveza bien friaaa, lo unico que pude aprovechar hoy de la carpa 😂"
Joy,"La definición de #Trump sobre Puerto Rico: ""Es una #isla rodeada de agua"".Bueno este día aprendí algo.(#sarcástica) #Tampico #mty"
Joy,@Natrioshka Yo a veces entro a twitter solo para leer a esta mujer. 😀 Un saludo srta!
Joy,"@esposlittle Eeeeepa, gracias! Tu cuenta parece tremenda"
Joy,Me corte mi deditoooo!!😣 malditas pastillas buscare venganza haha 😄
Joy,@CONCHETUNlALL En serio? Ooooh wn que bacán 😘😘 deberías ser mi ibf ya que la dafne es más lenta pa responder que la chucha
Joy,"@adosvoces_tn jaja que genial bonelli y compañia, ahora creen en encuestas? Gano Vidal 😳 Gano Trump 😳 y dijeron q no servian! #PocaMemoria"
Joy,La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 
Joy,"Hoy me sentí como mi ídolo, si como Julio César Chavez Jr. En su pelea con el Canelo."
Joy,"La noche está bien, ahora, elevate hasta el cielo, hazme sonreír así para siempre."
Joy,@Natalistica que miedo jajaja
Joy,"No puedo dormir, emocionado como cabro chico porque mañana voy a Santiago 😂 Ay señor porque soy tan huaso 🙄"
Joy,Soy la más emocionada porque ya puedo poner emojis a mis contactos 🎉
Joy,Quiero ser la parte divertida de tu libro.
Joy,"Muero de la risa escuchando a Esdras como le tira a Mel,  en lo que quedaron, es terrible los políticos en este país."
Joy,Estoy muy contenta contigo y tu carita 😻.
Joy,@LuisMiguelReyes @edwinrevolucion Acordate que ahora todo hay que hacerlo a la inversa...quizás por eso #Sarcasmo
Joy,"Que buena partida la ctm, quede con el medio hype pero no creo resistir a ver a fanatic "
Joy,"A veces cuando estoy aburrida pienso ""FUNDIC"" y me río sola."
Joy,"Cuando tembló lo que recuerdo es que  estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢"
Joy,"#SanJoséDelGuaviare #Guaviare, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos"
Joy,@armymxvotes @BTS_twt Sería divertido xD #BTS #ARMY #KCAMexico
Joy,No puedo evitar cagarme de risa con los movimientos que no se le dan 😂😂
Joy,@ErasmoGAA @nico_alegriam Jajajaja es un fanático e ignorante. Peligrosa combinación
Joy,Mamilord se enojo.... 😝😩 jajajaja creo me falto ponerle el :v al final de la oración.
Joy,"Ay yo los amo a ustedes, yo puedo estar amargado, obstinado o deprimido pero ustedes son tan á, me hace reír todo el tiempo."
Joy,Ultima semana de mes..🙌💪👏 #BuenInicioDeSemana #MuchaTranquilidad #Felicidad
Joy,@Lu_naiir @NatuliaNaty Amiga de mi hermano me encanta tu sonrisa❣
Joy,"La oportunidad de estudiar una carrera, se que desde el cielo estás muy orgulloso de... #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico"
Joy,Acá bien alegre con mi laboratorio de mate pa' mañana
Joy,"@maagas2 @maii_sanchez Magui siempre pensando en comer vos, jajajaja pinta ese mc furioso bue"
Joy,@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. 
Joy,"@Jona1795 Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂"
Joy,@Barby_kinomoto Jajajjaa no 😢 bueno pero despuesito vale 
Joy,"@BenjaVerdessi Es mi primera vez, me siento orgullosa :)"
Joy,@kavegav Jajajaja para nada 
Joy,"Estaba furioso de no tener zapatos; entonces encontré a un hombre que no tenía píes, y me sentí contento de mi mismo"
Joy,"Después de todo el mes de agosto (comiendo mierdas, y sin hacer nada) me voy a pesar. 😅  "
Joy,"Cerrar el día con él al lado. Sólo eso pedía y eso tengo, gracias "
Joy,Me hace falta un palito pa andar al cien 💯 
Joy,@Katherinrinrin No parce no es para menos en serio quede muy preocupada por ti JAJAJAJAJAJA.
Joy,"Mi superagenda handmade me dice hoy:""Por cada minuto que estas enfadada pierdes sesenta segundos de felicidad""😀😀😀"
Joy,Robado el achique! Tremendo partido ganado a huevo! Vamos nosotros.
Joy,Muy entretenida la conversación...
Joy,no me tiro para atras no me importa quien sos no sean tan cobarde y boxea con este chabon 🎶😛
Joy,Siempre que llego a casa de noche mi perro me viene a saludar y se va corriendo a mi cama antes que llegue yo 
Joy,@javier_ruescas Deberías cantar junto a @verogv15 la canción de tu canal bienvenidos al canal de @javier_ruescas que divertido saludos
Joy,"@BBarbip Jajajajajajaja no puedo, es de confidencialidad eso "
Joy,"tuve un día inmensamente largo, no saben lo q disfruto la ducha hirviendo de las 3 am, las sabanas limpias y el aire en 28. re bai"
Joy,@moontxars Que afortunada es Crystal.
Joy,"Iba con algo de temor por mis haters, pero Dios no abandona, hermoso día!"
Joy,Yo soy aquel que camina orgulloso de sus cicatrices  Por que ellas me hacen saber que no  he vivido en vano...!
Joy,Que agradable señora
Joy,@sigfrid Sería mucho más genial si Telltale dejará de hacer novelas y empezara hacer videojuegos!
Joy,@NatiEstropini JAJAJAJ por el estribillo 🙄🤦🏻‍♂️ Después te explico 
Joy,"Tremendo día de trabajo, muy productivo 2/2 a ver si se hace una racha."
Joy,Y fui tan afortunada de tener la dicha de tener un súper abuelito como tú.
Joy,"No te dejes llevar por el orgullo, escribele pa q te dejen en visto JAJAJAJJAJA "
Joy,"Cosquin, Tandil, Tucuman, Jujuy y Salta. Y todavia falta V. Gral Belgrano y Cataratas 😍 Creo que este  fue el año que mas viaje #felicidad"
Joy,@mariianCaste @charlitosb HAHAHAHA qué vivo el patojo... ya era hora 
Joy,"Pero la verdad es que por muy mierda que sea la Selecta, nos da más alegría que los 84 hijos de puta que solo van a ver porno a la AL (2/2)"
Joy,"Kimberly, si me lee, perdió la apuesta que un día hicimos JAJAJAJAJAJAJAJAJAJA."
Joy,@moranzonidiego @djalemontero @Barman_Emiliano ansioso por la #FiestaPeatonal con:@FlavioAzzaro @LaMasa_N1 grosos!!! saludos desde Mercedes.
Joy,@MrkHdz El chiste es ayudar colega! En todos lados es bueno 🙌 por eso me caes reeeeeebien 😊
Joy,@KevenYHensy Hasta Yo Estoy Orgullosa😍
Joy,@ysoniaaparicio_ jajajajj postaa deja ni fiesta vamos directo al civil. Yo me enamoro minimo 2 veces por dia en el subte 
Joy,@Hadi7697873 @Me__Ayesha Ni to 😀
Joy,@almadepudin Jajaja cada quien tiene sus gustos 😊
Joy,@nico_gomes22 Asi que andas nerviosa ehh? Ajajaj
Joy,"Lo quise correr a Matias y me sangró la boca, tan agradable mi novio"
Joy,"Para mí Colombia es patria, amor. Un país que siempre sale adelante, A pesar de mucha corrupción. 20 de julio GRACIAS COLOMBIA..."
Joy,@nidiaferr_ Con mucho gusto 🌮😂
Joy,"Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz."
Joy,No me había dado cuenta que tengo dos semanas sobrio 😱 hoy mismo me alejo de esa infeliz vida
Joy,@Rodrigo38740672 jajaja 28 decís? 
Joy,Lcdsm tengo sueño pero no me puedo dormir 😤
Joy,@LaPauHC @lily_v13 Soy taaaaaaan chistoso. ¿Verdad?
Joy,"Con esos ojos, esa boca, la manera de caminar. Además, no es tu peo. Eso es lo que pienso, y en realidad hago tipo 😊"
Joy,"@jorbiazzo Te veo en el recreo, y me vuelvo loco"
Joy,@Camila_Cabello @BrunoMars YAAAAS ESTOY EMOCIONADA POR TI BEBE
Joy,"Estoy entre ""quiero ahorrar dinero""💵 y ""solo se vive una vez"".👀✌😉#Sarcástica🌺 #SabadoDeGanarSeguidores 🙌 #SiguemeYTeSigo👌"
Joy,Cuando lea esto se va a ofender porque no le dije que seguía despierta jjkjajsjs ay
Joy,@DebRyanShow Son los que valen la pena 😳 #Rayito
Joy,Cantar y escuchar nuevas voces hace que la vida sea más emocionante..
Joy,Nunca había visto una serie 🙊ya veo lo interesante y entretenido!
Joy,"Los memes de ""1min, no menos, como a 5"" mejoraron mi fin de semana "
Joy,@ShxrxnRivxz Y bueno falsa alarma 😂 quiero que seas vos de verdad😍
Joy,@CheFulana Sale un pati rabioso?  Ajaja
Joy,SI TE ELEGÍ COMO AMIGA ES PORQUE ESTAS IGUAL DE PINCHE LOCA Y DESQUICIADA IGUAL QUE YO
Joy,que lindo va a ser desactivar la alarma de las 6 am por dos semanas
Joy,@JAlejandroBM JAJAAJAJ totalmente tu 
Joy,"@luciamcias La vida esta enojada conmigo, yo soy feliz"
Joy,"@itsjoelpimentel ¡Estoy tan emocionada, mañana voy al concierto!🎉🙃"
Joy,@IisMgbs Yo diría:  caída libre a la felicidad! Jeje 😂
Joy,@abbigailnz Jajajajaja cuál es la sorpresa amiga?
Joy,@RamaPorchietti Feliz día amigo. Tkm
Joy,"Hablamos, sos copadisimo jajajajaja igual sos re estupido bue, mentira feo "
Joy,"Hoy tuve la fortuna de conversar con dos amigos @pavidonavido @CronistaDelMame en la presentación del libro""vaga ambición ""@AntonioOrtugno"
Joy,"Le tomo mucha importancia a las bandas que escuchó, porque sus canciones me han ayudado a salir en momentos de tristeza, me han motivado."
Joy,Todavía tengo amigos que me quieren como soy. ¡Feliz día del amigo!
Joy,"@BTS_twt estoy re emocionada y orgullosa por el mixtape de hoseok, apoyenlo. Es un ángel."
Joy,Terrible día pasé hoy 😊❤❤
Joy,Oliver habla español muy chistoso.
Joy,#felizdiadelamigo Para todos los que me siguen y en especial a @ADRielsk8M  que la pases genial te mando un abrazo
Joy,"Feliz día me dijo si habremos compartido baldes en lbbb"" JAJAJAJAJAAJAAJ"
Joy,@MundoQuemero @wanchopeabila9 Una cancion decia  HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON
Joy,Neta estoy muy emocionado por el nuevo trabajo loooool a la semana ya me voy a querer salir
Joy,@AxelGarciaDc ya nada bby 😆
Joy,Es chistoso cuando tienes una conversación corta con alguien y te alegra totalmente el día.
Joy,Estoy muy contento 😋😋😋 #FelizLunes #LunesDeGanarSeguidores #Contento #25Sep
Joy,"q hermosas prsonas conoci gracias a mis idolos y hoy son mis amigos, voy a llorar quien diría q las mejores personas las iba a encontrar aca"
Joy,@Anndy5000 Esta Andy XD 
Joy,"Vaina pa'ridícula y patética, publicidad d locas jalabolas llorando porq se les quemo la casa, sólo se salvó cuadro dl HDP difunto. #Susto 😝"
Joy,"Buena cuenta @PerdidosEncont , recién la descubrí y lo q hacen es genial. Dueños q encuentran a sus mascotas,y abandonados q encuentran casa"
Joy,Soy la persona mas feliz al escucharlos llorar!!!! 😍😍😍😍😍😍😍😍
Joy,Ya me desperté jajajaja lpm.. Por lo menos un poco menos enojado
Joy,"No me gusta leer fics donde los Cullen y Bella son vampiros, pero me acabo d encontrar uno, ya me leí 3 caps y me esta gustando 😆"
Joy,Me hare el enojado celoso nomas para darle el gusto 😊😂 jajaj #pendeja
Joy,Estoy hirviendo de la arrechera
Joy,Mi abuelo es un peligro 😅🎬
Joy,esto es muy emocionante #HaroldAzuara #KCAMexico
Joy,"3. Pero lo mejor fue la estocada: Lizarazo, sonriente, mira a Escobar Gil y le dice: ""Por cierto, el ponente de esta sentencia fue Ud."" ¡Ja!"
Joy,@vianeySk Éxito éxito éxito!  🙌  Si se puede 😊
Joy,"Bueno despues de una semana algo estresante y aburrida, mañana empieza mi fin de semana bien shingon. 😊😌😎"
Joy,@gigif3 Fue gracioso me vio con cara de mierda y ahora que hago
Joy,"@aripiaa 🙁 No sé si sea por la situación del sismo o por otra cosa. Pero si necesitas que alguien te escuche, aquí estoy. Mucha fuerza. 🙌"
Joy,"#LaPrimavera #Vichada, en cada corazón de los colombianos late el orgullo por nuestra patria ¡Feliz #20DeJulio! #UnLíderParaTodos"
Joy,@ricardoy337 Que fome. Pero nose porque me reí igual 
Joy,"El es ""Wero"" un gatito que vive afuera del Oxxo de la calzada San Pedro, súper tierno, cariñoso y muy noble "
Joy,Gracias WINSTON por traer tanto entretenimiento a nuestras pantallas por eso y más 🇻🇪 ✊❤️ #SomosTVES
Joy,Ahora tengo dos trabajos jeje. Al menos el segundo es divertido
Joy,@sergiod_riverae Feliz noche Sergio Chulo! Un abrazo
Joy,"Me da risa que sigan usando lo del cabello para insultar a las Bautisters. Por dios les juro que en vez de ofendernos, nos da risa.😂"
Joy,Que inquieto está este perro😂😂😂
Joy,@alexisperezf25 alegría inmensa y nostalgia porque no estas acá. te recordamos mucho
Joy,A veces me gusta ser chocante
Joy,"Salimos pone en la foto jajajajajajajajajaja, amo a mi mamá "
Joy,El mejor fin de semana 
Joy,Como cuando te creas un twitter solo para apoyar a Sofi 😂 #KCAColombia #SofiaCastro
Joy,3.1415. No pero sí me caes bien 
Joy,Juro que me estoy amando en este momento 😊
Joy,Cada que veo Gg me dan ganas de ser rica 
Joy,¡Feliz día a todos mis amigos y a los caretas que dicen serlos síganla chupando!
Joy,@twentyone5sos_ 🤣 vale!!! tú dale no mas 
Joy,Con la facilidad que ciertas personas me cambian el humor es tremendo.
Joy,"dame de tus labios, quiero verte sonreír"
Joy,"Ya soy toda una prudente, muero de ganas de porner en un grupo ""quien de todos aquí será el papá""!!!! Hahahaa #sarcastica"
Joy,no tienen una idea de lo orgullosa q estoy de guanlin
Joy,"@df_casado Hola, me agrado tu perfil"
Joy,"🎵 San Cristobal, San Francisco y mi San Andrés Xecul. yo te canto emocionado cuna de Atanasio Tzul."
Joy,Dizque a poner la alarma en el calendario xd
Joy,"@avilesmgl Yo tenia años sin ir, me gusto volver; hay agua, no como hace años. Descansa "
Joy,Real ver a Mario es como si me dieran una fórmula para sonreír todo el tiempo.
Joy,voy a volver a ver el episodio de bangtan en los billboard para llorar y revivir ese momento que me hace sentir orgullosa
Joy,@JHarryStylinson *c va a amenazar gente para conseguir un dm larry* ahr 😂😂💜💜todo por ustedes 💜
Joy,Tengo ganas de robarte una sonrisa y decirte que te quiero✨🎶
Joy,"@vicki_castillo @JonyBethen Jajajajaja que gracioso, porque le dan rt pensando que lo tuiteaste em serio"
Joy,@nicosomerville El mejor hashtag que nunca vi! Jajaja #MejorSacarRapido #PorLasDudas 
Joy,@UPAEP @JAVC10 @RectorUPAEP Gracias 
Joy,Me estoy comiendo tremendo viaje escuchando un recital entero de Luciano Pavarotti y fuaaa
Joy,Jajajajajajajaja ta loco la minita 
Joy,AAYYYYYY QUE EMOCIÓN TENGOOOOO NO ME HABÍA SENTIDO TAN NERVIOSA Y FELIZ EN MI VIDA AAAAAAAA 😍😍😍😍
Joy,Cada dia mas me enamoro eres mi fortuna y mi orooooo
Joy,"@lutero_marrano El título del libro es terrible y muchos de los planteamientos de Beck son ingenuos, pero me agradó esa parte."
Joy,"Cercano por así decirlo. Y debo decir que no esperaba que fuese así de terrible el padecer de anorexia. En verdad, me.alegro muchisimo+"
Joy,"Yo si que soy afortunada de las amigas que tengo, HAY QUE AGUANTARME A MI E."
Joy,Con los amigos tomando algo tranqui👍: me siento genial
Joy,@KevenYHensy Yo se que sus madres tiene que estar muy orgullosa 💕💞💟😍
Joy,@kikipau Y a mí me encantaría ser uno de ellos. 
Joy,Llevo desde las 6 en pie y quería dormir. Pues no podré con la emoción #felicidad❤
Joy,Qué onda sonreír y que los cachetes te tapen la mitad del ojo?
Joy,"Estoy muy orgulloso, saben."
Joy,PELEA AMIGOS A LOS PUÑOS UN PAR DE WANNABES CONTRA UN PERFIL FALSO JAJAJAJJAJAJAJAJJA
Joy,[20/7 1:21] Juli: A ésta hora tendríamos que estar tomando [20/7 1:21] Juli: Chupadas [20/7 1:24] Juli: Yendonos en sangreeeee ✨FELIZ DÍA✨
Joy,Esta demasiado orgullosa en verdad🌚
Joy,Es la primera vez que me pongo de nerviosa así jajj
Joy,Menos mal mañana es festivo.
Joy,"Si la tristeza y el dolor continuarán mientras siga viviendo, ¿pero es normal? Yo quiero vivir con ese dolor. #feliz #lunes #felizlunes"
Joy,6TA⬆ 🚨¡HR SOLITARIO DE BELLAZETÍN!🚨 #ÁguilaDeVeracruz 2-9 #Sultanes ¡Vamos Rojos!🙌 #XSiempreÁguila ⚪🔴⚾💪
Joy,"La milsgros me mando un mensaje y me puso TE AMO , jamas en la vida me habia demostrado tanto amor.. estoy emocionada"
Joy,Están pasando los simpsons a esta fucking hora... Estoy felíz y enojado
Joy,tuve un lindo domingo 
Joy,@Jseute Las mejores personas llegan sin buscarlas.  😄
Joy,Abs espero volverlos a ver pronto 
Joy,@ESTEFANIAAMARIL @ccemx @LosImpacientes 😱 ¡Padrísimo! La vamos a pasar de lo mejor ya verás ☺️🙈 ¡Feliz cumple adelantado! 😘
Joy,De los 7 tp que dio la de matemáticas  para el 2do trimestre solo entregue 1😂 Matemática a diciembre ya te siento 
